employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202401241,1241,2024,Manager,Germany,Technology & IT Strategy,,2022-03-09,0,147300,88,Not available,40–49
202401242,1242,2024,Non-manager,Sweden,Customer Experience & Design,,2023-10-24,7,49900,126,Not available,30–39
202401243,1243,2024,Non-manager,Denmark,Technology & IT Strategy,,2023-01-17,7,108300,112,Not available,40–49
202401244,1244,2024,Manager,Spain,Data & Analytics Consulting,2021-10-17,2022-07-25,3,71200,145,3–5 years,Under 30
202401245,1245,2024,Manager,Germany,Digital Marketing & Growth,,2022-04-18,6,89600,130,Not available,30–39
202401246,1246,2024,Manager,France,Customer Experience & Design,2021-02-24,2022-11-18,5,105300,117,3–5 years,40–49
202401247,1247,2024,Manager,Sweden,Sales & Business Development,,2022-07-08,8,93400,71,Not available,40–49
202401248,1248,2024,Non-manager,Denmark,Digital Marketing & Growth,2023-12-25,2024-09-19,6,53800,130,1–2 years,Under 30
202401249,1249,2024,Manager,Spain,Digital Strategy Consulting,,2024-09-20,4,88500,118,Not available,50–59
202401250,1250,2024,Manager,Germany,Technology & IT Strategy,2023-12-13,2023-03-22,2,75100,104,1–2 years,30–39
202401251,1251,2024,Non-manager,Denmark,Digital Strategy Consulting,,,4,49600,115,Not available,Under 30
202401252,1252,2024,Non-manager,Germany,Transformation & Change Management,2023-10-19,,3,43000,107,1–2 years,30–39
202401253,1253,2024,Non-manager,Sweden,Customer Experience & Design,,,12,37900,129,Not available,Under 30
202401254,1254,2024,Manager,Sweden,Finance & Operations,2024-02-19,2023-03-16,5,69500,88,Less than 1 year,30–39
202401255,1255,2024,Non-manager,Sweden,Technology & IT Strategy,,,5,100100,110,Not available,40–49
202401256,1256,2024,Manager,Germany,Customer Experience & Design,,2022-07-18,2,94900,111,Not available,40–49
202401257,1257,2024,Manager,Sweden,Transformation & Change Management,,2023-05-03,4,132700,56,Not available,40–49
202401258,1258,2024,Manager,Denmark,Transformation & Change Management,,,4,112500,100,Not available,30–39
202401259,1259,2024,Non-manager,Sweden,Technology & IT Strategy,2019-12-30,2024-06-01,2,65200,95,3–5 years,30–39
202401260,1260,2024,Non-manager,Denmark,Digital Strategy Consulting,2021-06-13,2023-08-21,4,65900,126,3–5 years,Under 30
202401261,1261,2024,Manager,Sweden,Digital Strategy Consulting,,2024-12-20,6,68600,103,Not available,Under 30
202401262,1262,2024,Manager,Sweden,Digital Strategy Consulting,2024-10-29,2022-03-04,2,101000,134,Less than 1 year,30–39
202401263,1263,2024,Manager,France,Transformation & Change Management,,2022-06-16,3,84900,133,Not available,30–39
202401264,1264,2024,Non-manager,Sweden,Sales & Business Development,2021-03-15,2023-12-23,6,70900,123,3–5 years,40–49
202401265,1265,2024,Manager,Germany,Technology & IT Strategy,2021-12-13,2023-07-17,4,78700,80,3–5 years,30–39
202401266,1266,2024,Manager,Spain,Data & Analytics Consulting,,2023-01-18,3,66900,100,Not available,30–39
202401267,1267,2024,Non-manager,Sweden,Transformation & Change Management,2020-04-01,2023-10-18,5,51000,129,3–5 years,30–39
202401268,1268,2024,Manager,Germany,Customer Experience & Design,,2023-03-09,6,78800,148,Not available,Under 30
202401269,1269,2024,Non-manager,France,Technology & IT Strategy,,2022-01-12,5,55400,110,Not available,40–49
202401270,1270,2024,Manager,Germany,Technology & IT Strategy,,,2,113700,111,Not available,Under 30
202401271,1271,2024,Manager,Denmark,Digital Strategy Consulting,2024-05-11,2023-08-12,5,108600,127,Less than 1 year,30–39
202401272,1272,2024,Non-manager,Germany,Digital Marketing & Growth,2023-09-25,2023-10-12,6,43100,125,1–2 years,30–39
202401273,1273,2024,Manager,Sweden,Finance & Operations,2019-06-16,,4,100900,124,3–5 years,30–39
202401274,1274,2024,Non-manager,Spain,Finance & Operations,2024-08-28,,4,45800,123,Less than 1 year,40–49
202401275,1275,2024,Manager,Sweden,Digital Strategy Consulting,2021-09-22,2023-08-23,2,97800,85,3–5 years,30–39
202401276,1276,2024,Manager,Denmark,Finance & Operations,,2023-10-26,4,138600,104,Not available,30–39
202401277,1277,2024,Non-manager,Sweden,Digital Strategy Consulting,,2023-03-15,6,48100,121,Not available,30–39
202401278,1278,2024,Manager,Sweden,Human Resources,2024-02-10,2024-08-29,4,73300,91,Less than 1 year,30–39
202401279,1279,2024,Non-manager,France,Human Resources,2022-09-13,2023-01-06,2,50800,134,1–2 years,30–39
202401280,1280,2024,Manager,Sweden,Data & Analytics Consulting,,2024-11-26,3,141400,113,Not available,40–49
202401281,1281,2024,Non-manager,Sweden,Sales & Business Development,2020-10-24,2023-03-15,4,88000,120,3–5 years,30–39
202401282,1282,2024,Non-manager,Denmark,Finance & Operations,,2023-05-08,5,55500,100,Not available,40–49
202401283,1283,2024,Manager,Sweden,Data & Analytics Consulting,2021-02-07,,4,97700,92,3–5 years,30–39
202401284,1284,2024,Manager,Spain,Sales & Business Development,2022-09-11,2024-09-10,7,76900,98,1–2 years,Under 30
202401285,1285,2024,Non-manager,Sweden,Customer Experience & Design,,2022-04-26,7,60100,93,Not available,Under 30
202401286,1286,2024,Manager,Germany,Data & Analytics Consulting,2021-07-25,,10,136500,143,3–5 years,50–59
202401287,1287,2024,Manager,Sweden,Digital Strategy Consulting,2024-02-07,2023-10-23,6,82000,119,Less than 1 year,Under 30
202401288,1288,2024,Manager,France,Transformation & Change Management,,2022-03-21,7,122900,121,Not available,30–39
202401289,1289,2024,Non-manager,Germany,Technology & IT Strategy,2023-04-30,,4,56100,130,1–2 years,Under 30
202401290,1290,2024,Non-manager,Denmark,Customer Experience & Design,,,4,97000,121,Not available,30–39
202401291,1291,2024,Manager,Sweden,Sales & Business Development,,2023-06-24,3,184200,121,Not available,50–59
202401292,1292,2024,Non-manager,France,Technology & IT Strategy,2021-07-12,2022-02-28,3,50600,99,3–5 years,30–39
202401293,1293,2024,Manager,France,Cybersecurity & Digital Risk,,2022-12-26,6,137300,151,Not available,50–59
202401294,1294,2024,Non-manager,Sweden,Technology & IT Strategy,,2024-09-28,3,47000,116,Not available,Under 30
202401295,1295,2024,Non-manager,Sweden,Data & Analytics Consulting,,2022-05-26,4,77100,134,Not available,40–49
202401296,1296,2024,Manager,Spain,Human Resources,2023-10-03,2022-08-23,4,64600,127,1–2 years,Under 30
202401297,1297,2024,Non-manager,Spain,Customer Experience & Design,2023-05-13,,4,34200,119,1–2 years,30–39
202401298,1298,2024,Manager,Sweden,Cybersecurity & Digital Risk,2023-02-22,2022-07-03,6,89900,120,1–2 years,30–39
202401299,1299,2024,Non-manager,Spain,Finance & Operations,2024-10-02,2024-01-09,4,34300,133,Less than 1 year,Under 30
202401300,1300,2024,Manager,Sweden,Data & Analytics Consulting,2021-09-24,2022-10-24,3,92300,113,3–5 years,30–39
202401301,1301,2024,Non-manager,Denmark,Data & Analytics Consulting,,,5,110000,105,Not available,40–49
202401302,1302,2024,Manager,Denmark,Digital Strategy Consulting,2018-09-19,,5,135700,97,6–10 years,30–39
202401303,1303,2024,Manager,Denmark,Customer Experience & Design,2021-10-29,2024-11-01,2,122300,121,3–5 years,30–39
202401304,1304,2024,Non-manager,France,Technology & IT Strategy,2021-10-31,2024-11-21,3,61300,123,3–5 years,Under 30
202401305,1305,2024,Non-manager,Spain,Data & Analytics Consulting,,2024-04-13,4,72700,134,Not available,40–49
202401306,1306,2024,Non-manager,Sweden,Customer Experience & Design,,,5,57500,78,Not available,30–39
202401307,1307,2024,Manager,Sweden,Digital Marketing & Growth,2021-03-14,2024-01-29,5,112900,97,3–5 years,40–49
202401308,1308,2024,Manager,Sweden,Transformation & Change Management,,2022-05-16,9,127600,122,Not available,40–49
202401309,1309,2024,Manager,France,Sales & Business Development,2024-08-23,,5,69600,126,Less than 1 year,30–39
202401310,1310,2024,Manager,Germany,Technology & IT Strategy,,,4,87600,127,Not available,Under 30
202401311,1311,2024,Non-manager,France,Sales & Business Development,,2024-03-23,6,55600,136,Not available,30–39
202401312,1312,2024,Manager,Sweden,Digital Strategy Consulting,2020-06-07,2023-09-22,4,88600,110,3–5 years,Under 30
202401313,1313,2024,Non-manager,Sweden,Cybersecurity & Digital Risk,2024-09-24,2024-10-08,2,49000,129,Less than 1 year,Under 30
202401314,1314,2024,Manager,Germany,Data & Analytics Consulting,,2023-02-20,4,89100,113,Not available,30–39
202401315,1315,2024,Non-manager,Germany,Finance & Operations,,2024-10-09,7,37300,130,Not available,30–39
202401316,1316,2024,Manager,Sweden,Data & Analytics Consulting,2023-05-25,2024-02-06,4,89100,116,1–2 years,Under 30
202401317,1317,2024,Non-manager,Sweden,Technology & IT Strategy,,2023-12-28,2,67500,121,Not available,Under 30
202401318,1318,2024,Manager,Sweden,Data & Analytics Consulting,2019-12-31,,4,104000,82,3–5 years,40–49
202401319,1319,2024,Manager,Sweden,Customer Experience & Design,2024-04-03,2023-05-01,6,100700,121,Less than 1 year,30–39
202401320,1320,2024,Manager,Sweden,Data & Analytics Consulting,2023-11-10,2023-08-05,8,81400,113,1–2 years,30–39
202401321,1321,2024,Non-manager,France,Finance & Operations,2024-03-10,2023-12-08,5,32100,108,Less than 1 year,Under 30
202401322,1322,2024,Non-manager,Denmark,Digital Marketing & Growth,2023-10-16,2023-10-03,5,45500,125,1–2 years,30–39
202401323,1323,2024,Non-manager,Denmark,Digital Marketing & Growth,,2023-04-06,3,71100,133,Not available,Under 30
202401324,1324,2024,Manager,Spain,Sales & Business Development,,2022-11-20,6,104900,97,Not available,30–39
202401325,1325,2024,Manager,Sweden,Digital Strategy Consulting,,,4,168700,85,Not available,50–59
202401326,1326,2024,Non-manager,Sweden,Technology & IT Strategy,,2022-09-19,3,53700,100,Not available,Under 30
202401327,1327,2024,Non-manager,Germany,Data & Analytics Consulting,2023-10-27,2024-06-23,6,47200,156,1–2 years,Under 30
202401328,1328,2024,Non-manager,France,Transformation & Change Management,2022-08-14,2023-07-12,3,48800,139,1–2 years,Under 30
202401329,1329,2024,Manager,Denmark,Customer Experience & Design,2017-10-11,2024-06-19,3,162700,122,6–10 years,30–39
202401330,1330,2024,Non-manager,Spain,Customer Experience & Design,2024-12-04,,2,49200,119,Less than 1 year,40–49
202401331,1331,2024,Non-manager,Denmark,Digital Strategy Consulting,,2023-03-27,5,51800,119,Not available,Under 30
202401332,1332,2024,Non-manager,Sweden,Digital Marketing & Growth,2020-01-02,,8,62200,118,3–5 years,Under 30
202401333,1333,2024,Non-manager,Spain,Cybersecurity & Digital Risk,2023-11-26,2022-07-01,5,49300,111,1–2 years,30–39
202401334,1334,2024,Non-manager,Sweden,Transformation & Change Management,2022-06-16,2022-03-06,2,76500,105,1–2 years,Under 30
202401335,1335,2024,Manager,Germany,Sales & Business Development,,2023-04-26,1,85800,93,Not available,30–39
202401336,1336,2024,Non-manager,Sweden,Sales & Business Development,,2022-05-02,0,94000,113,Not available,40–49
202401337,1337,2024,Non-manager,Germany,Finance & Operations,2021-05-25,2022-05-26,2,52600,127,3–5 years,Under 30
202401338,1338,2024,Manager,Sweden,Cybersecurity & Digital Risk,2024-10-02,2022-05-22,7,90800,106,Less than 1 year,30–39
202401339,1339,2024,Non-manager,France,Customer Experience & Design,,,3,50200,137,Not available,30–39
202401340,1340,2024,Non-manager,France,Digital Marketing & Growth,2022-06-17,2024-05-11,8,49700,104,1–2 years,30–39
202401341,1341,2024,Manager,Sweden,Technology & IT Strategy,,2022-01-07,4,93800,112,Not available,30–39
202401342,1342,2024,Manager,France,Sales & Business Development,2024-09-11,,3,68600,136,Less than 1 year,Under 30
202401343,1343,2024,Manager,Germany,Data & Analytics Consulting,2020-11-01,2023-09-24,5,102000,135,3–5 years,Under 30
202401344,1344,2024,Manager,Sweden,Technology & IT Strategy,,2022-10-25,3,115500,91,Not available,30–39
202401345,1345,2024,Non-manager,Spain,Human Resources,,2024-09-06,5,71600,139,Not available,50–59
202401346,1346,2024,Non-manager,Sweden,Digital Strategy Consulting,,2022-02-19,8,55200,98,Not available,30–39
202401347,1347,2024,Non-manager,France,Digital Strategy Consulting,2023-02-07,,1,39000,102,1–2 years,30–39
202401349,1349,2024,Non-manager,Denmark,Customer Experience & Design,2020-06-16,2023-07-18,6,58400,130,3–5 years,40–49
202401350,1350,2024,Manager,Sweden,Human Resources,2023-04-06,2022-10-09,6,90600,120,1–2 years,Under 30
202401351,1351,2024,Non-manager,Germany,Sales & Business Development,,2022-03-27,6,54600,110,Not available,Under 30
202401352,1352,2024,Manager,Spain,Cybersecurity & Digital Risk,2022-10-11,2024-07-10,6,65800,92,1–2 years,30–39
202401353,1353,2024,Non-manager,Denmark,Digital Strategy Consulting,2020-06-26,2023-06-19,5,73300,129,3–5 years,30–39
202401354,1354,2024,Manager,Spain,Data & Analytics Consulting,2022-11-22,2023-02-02,5,62500,97,1–2 years,40–49
202401355,1355,2024,Non-manager,Sweden,Sales & Business Development,2021-01-28,,4,65300,144,3–5 years,40–49
202401356,1356,2024,Manager,France,Technology & IT Strategy,2017-03-02,2024-03-16,1,107100,134,6–10 years,30–39
202401357,1357,2024,Non-manager,France,Finance & Operations,2024-04-23,2024-01-08,4,39400,101,Less than 1 year,Under 30
202401358,1358,2024,Manager,Denmark,Digital Marketing & Growth,,,6,88000,76,Not available,30–39
202401359,1359,2024,Manager,Sweden,Data & Analytics Consulting,2021-02-08,,5,128600,107,3–5 years,50–59
202401360,1360,2024,Non-manager,Germany,Data & Analytics Consulting,,,3,51100,111,Not available,30–39
202401361,1361,2024,Non-manager,Germany,Finance & Operations,2023-12-20,2022-06-26,5,64600,81,1–2 years,40–49
202401362,1362,2024,Manager,Sweden,Sales & Business Development,2024-06-19,2022-09-16,4,72900,95,Less than 1 year,30–39
202401363,1363,2024,Manager,France,Data & Analytics Consulting,2023-06-21,2023-05-29,3,91000,145,1–2 years,30–39
202401364,1364,2024,Non-manager,Sweden,Data & Analytics Consulting,,2022-05-26,6,78000,105,Not available,40–49
202401365,1365,2024,Manager,Sweden,Transformation & Change Management,2023-06-16,,6,75600,73,1–2 years,Under 30
202401366,1366,2024,Non-manager,France,Human Resources,2022-05-15,2023-03-26,3,35200,145,1–2 years,30–39
202401367,1367,2024,Manager,Spain,Digital Strategy Consulting,2021-03-08,2022-07-09,7,76600,100,3–5 years,30–39
202401368,1368,2024,Non-manager,Sweden,Transformation & Change Management,,2022-12-04,4,62200,93,Not available,30–39
202401369,1369,2024,Non-manager,Sweden,Finance & Operations,,2023-03-18,6,53000,101,Not available,Under 30
202401370,1370,2024,Manager,Sweden,Data & Analytics Consulting,,,4,109400,99,Not available,30–39
202401371,1371,2024,Manager,Denmark,Data & Analytics Consulting,,2024-02-10,4,111300,107,Not available,30–39
202401373,1373,2024,Non-manager,France,Transformation & Change Management,2024-05-24,2024-08-14,7,41600,121,Less than 1 year,Under 30
202401374,1374,2024,Non-manager,Sweden,Transformation & Change Management,,2024-08-10,5,34400,92,Not available,Under 30
202401375,1375,2024,Manager,Sweden,Technology & IT Strategy,2024-11-18,2024-09-04,3,73200,91,Less than 1 year,Under 30
202401376,1376,2024,Non-manager,Denmark,Digital Strategy Consulting,2019-10-14,2024-04-21,1,89800,114,3–5 years,30–39
202401377,1377,2024,Non-manager,Sweden,Data & Analytics Consulting,,2024-02-03,10,45500,129,Not available,30–39
202401378,1378,2024,Non-manager,Sweden,Digital Strategy Consulting,2021-11-21,2023-04-16,8,53700,144,3–5 years,Under 30
202401379,1379,2024,Manager,Sweden,Finance & Operations,2020-05-22,2024-12-25,9,91500,91,3–5 years,30–39
202401380,1380,2024,Manager,Sweden,Human Resources,,2024-06-05,6,88600,66,Not available,30–39
202401381,1381,2024,Non-manager,Denmark,Transformation & Change Management,,2024-06-16,9,74500,128,Not available,40–49
202401382,1382,2024,Manager,Sweden,Sales & Business Development,2022-11-24,2023-03-23,6,78900,113,1–2 years,30–39
202401383,1383,2024,Non-manager,Germany,Technology & IT Strategy,,2022-06-14,2,53800,112,Not available,30–39
202401384,1384,2024,Manager,Sweden,Data & Analytics Consulting,2020-06-13,2024-08-26,3,132000,88,3–5 years,40–49
202401385,1385,2024,Non-manager,Germany,Transformation & Change Management,2021-05-22,2022-08-31,5,48500,84,3–5 years,30–39
202401386,1386,2024,Manager,Sweden,Digital Strategy Consulting,,2022-11-09,5,144100,120,Not available,50–59
202401387,1387,2024,Non-manager,Sweden,Technology & IT Strategy,,2024-02-12,4,51600,100,Not available,Under 30
202401389,1389,2024,Manager,Sweden,Transformation & Change Management,,,7,97400,109,Not available,40–49
202401390,1390,2024,Non-manager,Sweden,Sales & Business Development,,2023-07-20,10,48700,106,Not available,30–39
202401391,1391,2024,Non-manager,Denmark,Transformation & Change Management,2024-02-21,2022-11-08,3,61700,135,Less than 1 year,30–39
202401392,1392,2024,Manager,Sweden,Digital Marketing & Growth,,2024-06-03,4,94600,144,Not available,30–39
202401393,1393,2024,Non-manager,France,Sales & Business Development,2024-03-10,2024-10-06,1,66600,139,Less than 1 year,30–39
